p_brand	p_type	p_size	supplier_cnt
Brand#32	PROMO BRUSHED NICKEL	49	2320
Brand#33	STANDARD BRUSHED BRASS	49	2320
Brand#34	LARGE BRUSHED STEEL	14	2320
Brand#35	MEDIUM BURNISHED NICKEL	3	2320
Brand#43	LARGE POLISHED COPPER	9	2320
Brand#44	LARGE POLISHED STEEL	3	2320
Brand#51	STANDARD BRUSHED COPPER	23	2320
Brand#55	MEDIUM PLATED NICKEL	23	2320
Brand#55	STANDARD POLISHED NICKEL	23	2320
Brand#11	ECONOMY BRUSHED TIN	45	2319
Brand#11	LARGE POLISHED NICKEL	14	2319
Brand#14	ECONOMY POLISHED NICKEL	3	2319
Brand#14	LARGE PLATED TIN	14	2319
Brand#14	STANDARD PLATED TIN	3	2319
Brand#21	ECONOMY BURNISHED TIN	49	2319
Brand#22	ECONOMY ANODIZED STEEL	49	2319
Brand#22	PROMO PLATED TIN	19	2319
Brand#22	STANDARD PLATED TIN	14	2319
Brand#23	MEDIUM BRUSHED TIN	36	2319
Brand#23	SMALL BRUSHED STEEL	23	2319
Brand#25	LARGE POLISHED COPPER	14	2319
Brand#31	ECONOMY BRUSHED STEEL	19	2319
Brand#31	STANDARD BRUSHED TIN	36	2319
Brand#32	LARGE BRUSHED STEEL	3	2319
Brand#33	STANDARD BURNISHED COPPER	14	2319
Brand#35	PROMO BRUSHED COPPER	36	2319
Brand#35	PROMO POLISHED NICKEL	14	2319
Brand#42	SMALL POLISHED BRASS	45	2319
Brand#44	MEDIUM ANODIZED STEEL	9	2319
Brand#51	PROMO PLATED BRASS	49	2319
Brand#52	PROMO ANODIZED TIN	14	2319
Brand#53	SMALL BRUSHED TIN	19	2319
Brand#53	STANDARD BRUSHED TIN	3	2319
Brand#54	ECONOMY POLISHED BRASS	36	2319
Brand#54	MEDIUM PLATED STEEL	45	2319
Brand#54	STANDARD BURNISHED STEEL	45	2319
Brand#55	STANDARD PLATED NICKEL	49	2319
Brand#11	ECONOMY BURNISHED COPPER	3	2318
Brand#12	STANDARD ANODIZED NICKEL	45	2318
Brand#13	LARGE BURNISHED TIN	19	2318
Brand#14	PROMO ANODIZED STEEL	19	2318
Brand#14	PROMO BURNISHED COPPER	45	2318
Brand#14	STANDARD PLATED BRASS	3	2318
Brand#15	STANDARD ANODIZED BRASS	19	2318
Brand#23	LARGE BURNISHED STEEL	9	2318
Brand#24	LARGE POLISHED TIN	3	2318
Brand#24	SMALL BRUSHED BRASS	14	2318
Brand#25	ECONOMY BURNISHED STEEL	49	2318
Brand#33	PROMO BRUSHED BRASS	9	2318
Brand#41	LARGE ANODIZED BRASS	23	2318
Brand#41	SMALL BRUSHED BRASS	14	2318
Brand#42	LARGE BURNISHED COPPER	14	2318
Brand#42	LARGE BURNISHED STEEL	14	2318
Brand#42	MEDIUM BURNISHED COPPER	14	2318
Brand#44	MEDIUM BURNISHED STEEL	14	2318
Brand#55	ECONOMY BURNISHED STEEL	9	2318
Brand#55	MEDIUM PLATED TIN	49	2318
Brand#12	MEDIUM BURNISHED STEEL	45	2317
Brand#13	LARGE ANODIZED NICKEL	3	2317
Brand#13	MEDIUM ANODIZED STEEL	19	2317
Brand#15	ECONOMY POLISHED TIN	14	2317
Brand#15	MEDIUM PLATED STEEL	23	2317
Brand#21	ECONOMY POLISHED BRASS	45	2317
Brand#22	PROMO BURNISHED STEEL	49	2317
Brand#24	SMALL BRUSHED STEEL	49	2317
Brand#25	STANDARD ANODIZED COPPER	49	2317
Brand#33	MEDIUM PLATED STEEL	49	2317
Brand#43	SMALL PLATED BRASS	3	2317
Brand#43	STANDARD BRUSHED COPPER	36	2317
Brand#54	STANDARD POLISHED STEEL	14	2317
Brand#11	ECONOMY POLISHED COPPER	23	2316
Brand#12	MEDIUM PLATED NICKEL	14	2316
Brand#22	LARGE POLISHED TIN	3	2316
Brand#25	STANDARD BURNISHED BRASS	49	2316
Brand#31	PROMO POLISHED NICKEL	9	2316
Brand#32	LARGE BURNISHED NICKEL	14	2316
Brand#35	LARGE PLATED BRASS	23	2316
Brand#41	PROMO BRUSHED COPPER	3	2316
Brand#41	PROMO POLISHED TIN	3	2316
Brand#41	STANDARD POLISHED STEEL	14	2316
Brand#42	LARGE BRUSHED NICKEL	14	2316
Brand#51	PROMO BRUSHED STEEL	9	2316
Brand#52	PROMO POLISHED TIN	36	2316
Brand#54	LARGE BURNISHED STEEL	36	2316
Brand#54	MEDIUM BRUSHED COPPER	49	2316
Brand#11	STANDARD ANODIZED TIN	3	2315
Brand#12	LARGE BURNISHED TIN	3	2315
Brand#15	LARGE BURNISHED COPPER	23	2315
Brand#21	LARGE BURNISHED NICKEL	23	2315
Brand#21	SMALL POLISHED NICKEL	45	2315
Brand#22	PROMO BURNISHED COPPER	45	2315
Brand#23	ECONOMY BRUSHED TIN	3	2315
Brand#23	SMALL POLISHED NICKEL	36	2315
Brand#25	LARGE POLISHED STEEL	9	2315
Brand#32	MEDIUM BURNISHED TIN	9	2315
Brand#33	LARGE BRUSHED TIN	3	2315
Brand#34	ECONOMY POLISHED NICKEL	36	2315
Brand#34	PROMO BRUSHED NICKEL	14	2315
Brand#35	MEDIUM ANODIZED BRASS	45	2315
Brand#41	LARGE BRUSHED TIN	49	2315
Brand#43	MEDIUM PLATED NICKEL	14	2315
Brand#44	SMALL PLATED NICKEL	36	2315
Brand#44	SMALL POLISHED NICKEL	23	2315
Brand#44	STANDARD BRUSHED TIN	36	2315
Brand#53	SMALL BURNISHED NICKEL	23	2315
Brand#11	LARGE BURNISHED STEEL	49	2314
Brand#11	MEDIUM BURNISHED BRASS	23	2314
Brand#11	STANDARD BRUSHED NICKEL	49	2314
Brand#14	PROMO BURNISHED TIN	23	2314
Brand#24	PROMO PLATED TIN	9	2314
Brand#25	PROMO BRUSHED COPPER	49	2314
Brand#34	ECONOMY PLATED TIN	36	2314
Brand#41	ECONOMY BRUSHED TIN	45	2314
Brand#42	PROMO BURNISHED STEEL	14	2314
Brand#55	MEDIUM PLATED COPPER	19	2314
Brand#13	MEDIUM PLATED NICKEL	45	2313
Brand#15	LARGE ANODIZED COPPER	9	2313
Brand#23	PROMO POLISHED COPPER	45	2313
Brand#25	ECONOMY BRUSHED STEEL	19	2313
Brand#31	MEDIUM BRUSHED TIN	14	2313
Brand#35	MEDIUM PLATED BRASS	9	2313
Brand#51	SMALL POLISHED BRASS	45	2313
Brand#52	ECONOMY BURNISHED STEEL	14	2313
Brand#52	STANDARD PLATED BRASS	49	2313
Brand#54	STANDARD BRUSHED COPPER	19	2313
Brand#55	LARGE ANODIZED NICKEL	14	2313
Brand#55	LARGE BRUSHED BRASS	23	2313
Brand#11	SMALL BRUSHED STEEL	49	2312
Brand#15	ECONOMY BRUSHED COPPER	14	2312
Brand#21	STANDARD PLATED BRASS	36	2312
Brand#23	MEDIUM ANODIZED BRASS	14	2312
Brand#23	STANDARD BURNISHED TIN	9	2312
Brand#24	PROMO ANODIZED NICKEL	19	2312
Brand#25	PROMO ANODIZED COPPER	3	2312
Brand#32	PROMO POLISHED COPPER	49	2312
Brand#34	ECONOMY PLATED COPPER	36	2312
Brand#41	ECONOMY POLISHED NICKEL	45	2312
Brand#42	MEDIUM ANODIZED BRASS	36	2312
Brand#42	MEDIUM PLATED TIN	45	2312
Brand#44	ECONOMY ANODIZED COPPER	9	2312
Brand#51	STANDARD BURNISHED COPPER	45	2312
Brand#51	STANDARD PLATED STEEL	19	2312
Brand#52	ECONOMY BURNISHED NICKEL	49	2312
Brand#52	ECONOMY POLISHED BRASS	14	2312
Brand#13	ECONOMY BRUSHED STEEL	36	2311
Brand#13	MEDIUM BRUSHED TIN	49	2311
Brand#14	SMALL BRUSHED BRASS	19	2311
Brand#15	ECONOMY PLATED NICKEL	3	2311
Brand#21	ECONOMY BRUSHED COPPER	23	2311
Brand#21	LARGE BRUSHED TIN	49	2311
Brand#22	ECONOMY POLISHED TIN	3	2311
Brand#23	SMALL BRUSHED STEEL	49	2311
Brand#23	STANDARD PLATED STEEL	3	2311
Brand#24	PROMO BURNISHED STEEL	19	2311
Brand#35	LARGE ANODIZED NICKEL	45	2311
Brand#35	SMALL BRUSHED BRASS	23	2311
Brand#42	SMALL BURNISHED BRASS	9	2311
Brand#42	SMALL PLATED STEEL	19	2311
Brand#43	STANDARD BRUSHED TIN	49	2311
Brand#51	PROMO ANODIZED COPPER	45	2311
Brand#52	ECONOMY ANODIZED COPPER	45	2311
Brand#52	LARGE BURNISHED STEEL	49	2311
Brand#53	LARGE BURNISHED BRASS	14	2311
Brand#11	MEDIUM PLATED NICKEL	14	2310
Brand#13	LARGE ANODIZED TIN	9	2310
Brand#13	LARGE BRUSHED NICKEL	3	2310
Brand#23	STANDARD BRUSHED TIN	49	2310
Brand#25	SMALL POLISHED BRASS	36	2310
Brand#31	ECONOMY BRUSHED TIN	45	2310
Brand#31	PROMO POLISHED COPPER	36	2310
Brand#32	MEDIUM BURNISHED NICKEL	45	2310
Brand#34	MEDIUM BURNISHED STEEL	9	2310
Brand#41	ECONOMY ANODIZED TIN	49	2310
Brand#41	ECONOMY BRUSHED STEEL	36	2310
Brand#42	LARGE BRUSHED STEEL	19	2310
Brand#43	PROMO ANODIZED BRASS	3	2310
Brand#43	PROMO PLATED COPPER	45	2310
Brand#43	SMALL BURNISHED NICKEL	23	2310
Brand#44	LARGE BURNISHED BRASS	9	2310
Brand#53	ECONOMY BURNISHED BRASS	3	2310
Brand#53	MEDIUM BURNISHED TIN	19	2310
Brand#53	PROMO ANODIZED STEEL	36	2310
Brand#53	SMALL BRUSHED COPPER	23	2310
Brand#12	ECONOMY PLATED BRASS	19	2309
Brand#12	LARGE PLATED STEEL	36	2309
Brand#12	PROMO ANODIZED TIN	3	2309
Brand#13	MEDIUM PLATED TIN	14	2309
Brand#21	LARGE POLISHED STEEL	9	2309
Brand#22	LARGE ANODIZED STEEL	14	2309
Brand#23	LARGE POLISHED STEEL	14	2309
Brand#31	PROMO ANODIZED BRASS	3	2309
Brand#31	PROMO BRUSHED TIN	19	2309
Brand#33	SMALL BRUSHED BRASS	49	2309
Brand#54	MEDIUM BURNISHED STEEL	14	2309
Brand#55	STANDARD ANODIZED COPPER	9	2309
Brand#55	STANDARD POLISHED STEEL	19	2309
Brand#11	MEDIUM BURNISHED NICKEL	3	2308
Brand#12	MEDIUM PLATED TIN	19	2308
Brand#12	SMALL PLATED BRASS	36	2308
Brand#15	SMALL POLISHED TIN	14	2308
Brand#15	STANDARD BRUSHED NICKEL	19	2308
Brand#22	STANDARD POLISHED COPPER	23	2308
Brand#23	MEDIUM BRUSHED COPPER	19	2308
Brand#23	SMALL PLATED TIN	14	2308
Brand#24	MEDIUM PLATED TIN	19	2308
Brand#32	MEDIUM ANODIZED TIN	45	2308
Brand#33	ECONOMY BURNISHED TIN	45	2308
Brand#33	SMALL POLISHED NICKEL	23	2308
Brand#35	LARGE PLATED TIN	19	2308
Brand#35	PROMO BRUSHED COPPER	45	2308
Brand#35	SMALL BURNISHED BRASS	19	2308
Brand#41	MEDIUM BRUSHED COPPER	9	2308
Brand#41	SMALL POLISHED TIN	49	2308
Brand#42	ECONOMY BURNISHED COPPER	45	2308
Brand#43	SMALL BRUSHED COPPER	23	2308
Brand#51	ECONOMY BRUSHED TIN	19	2308
Brand#52	SMALL BURNISHED TIN	49	2308
Brand#52	STANDARD BRUSHED COPPER	19	2308
Brand#53	ECONOMY BURNISHED TIN	45	2308
Brand#53	ECONOMY PLATED STEEL	19	2308
Brand#12	LARGE PLATED NICKEL	3	2307
Brand#15	ECONOMY BURNISHED STEEL	36	2307
Brand#22	LARGE BURNISHED BRASS	23	2307
Brand#22	STANDARD PLATED COPPER	19	2307
Brand#24	MEDIUM BURNISHED BRASS	23	2307
Brand#32	ECONOMY BURNISHED COPPER	36	2307
Brand#32	MEDIUM BURNISHED BRASS	3	2307
Brand#42	STANDARD PLATED COPPER	49	2307
Brand#43	MEDIUM ANODIZED STEEL	23	2307
Brand#43	SMALL POLISHED STEEL	45	2307
Brand#44	LARGE POLISHED COPPER	9	2307
Brand#44	PROMO ANODIZED COPPER	49	2307
Brand#53	SMALL PLATED TIN	9	2307
Brand#55	ECONOMY BRUSHED BRASS	36	2307
Brand#11	MEDIUM BURNISHED TIN	49	2306
Brand#11	PROMO ANODIZED BRASS	19	2306
Brand#13	PROMO PLATED TIN	19	2306
Brand#14	STANDARD POLISHED COPPER	49	2306
Brand#21	ECONOMY PLATED NICKEL	49	2306
Brand#22	ECONOMY POLISHED BRASS	45	2306
Brand#22	SMALL ANODIZED STEEL	49	2306
Brand#23	ECONOMY ANODIZED STEEL	14	2306
Brand#24	MEDIUM BRUSHED COPPER	49	2306
Brand#25	STANDARD PLATED NICKEL	19	2306
Brand#32	SMALL BURNISHED NICKEL	3	2306
Brand#33	ECONOMY PLATED TIN	9	2306
Brand#33	SMALL ANODIZED BRASS	45	2306
Brand#34	ECONOMY POLISHED BRASS	23	2306
Brand#34	LARGE ANODIZED NICKEL	49	2306
Brand#34	MEDIUM BRUSHED TIN	9	2306
Brand#35	MEDIUM ANODIZED TIN	14	2306
Brand#35	PROMO ANODIZED BRASS	19	2306
Brand#41	SMALL POLISHED COPPER	36	2306
Brand#43	STANDARD PLATED STEEL	19	2306
Brand#44	PROMO POLISHED NICKEL	49	2306
Brand#51	ECONOMY PLATED NICKEL	23	2306
Brand#51	ECONOMY POLISHED STEEL	23	2306
Brand#11	LARGE PLATED NICKEL	36	2305
Brand#13	MEDIUM PLATED COPPER	14	2305
Brand#23	MEDIUM BRUSHED NICKEL	9	2305
Brand#23	PROMO BRUSHED TIN	49	2305
Brand#24	STANDARD POLISHED BRASS	49	2305
Brand#25	LARGE BURNISHED NICKEL	36	2305
Brand#33	SMALL POLISHED NICKEL	49	2305
Brand#41	LARGE POLISHED BRASS	14	2305
Brand#44	ECONOMY BURNISHED STEEL	49	2305
Brand#44	MEDIUM BRUSHED BRASS	45	2305
Brand#55	SMALL BRUSHED STEEL	36	2305
Brand#13	LARGE POLISHED BRASS	19	2304
Brand#15	MEDIUM ANODIZED STEEL	36	2304
Brand#15	MEDIUM PLATED TIN	45	2304
Brand#21	STANDARD BURNISHED STEEL	49	2304
Brand#24	ECONOMY PLATED BRASS	19	2304
Brand#24	SMALL BURNISHED COPPER	19	2304
Brand#32	PROMO BURNISHED NICKEL	49	2304
Brand#33	ECONOMY BRUSHED NICKEL	36	2304
Brand#34	STANDARD BURNISHED NICKEL	19	2304
Brand#34	STANDARD PLATED STEEL	23	2304
Brand#41	PROMO PLATED TIN	3	2304
Brand#43	PROMO POLISHED COPPER	49	2304
Brand#44	LARGE BRUSHED NICKEL	45	2304
Brand#51	SMALL BRUSHED NICKEL	36	2304
Brand#52	PROMO ANODIZED TIN	19	2304
Brand#55	SMALL BURNISHED COPPER	36	2304
Brand#55	STANDARD BRUSHED STEEL	36	2304
Brand#11	ECONOMY BRUSHED COPPER	36	2303
Brand#11	MEDIUM BURNISHED STEEL	45	2303
Brand#11	SMALL ANODIZED BRASS	45	2303
Brand#12	ECONOMY POLISHED TIN	45	2303
Brand#12	SMALL PLATED BRASS	49	2303
Brand#13	STANDARD ANODIZED STEEL	36	2303
Brand#14	LARGE BRUSHED TIN	19	2303
Brand#14	PROMO BURNISHED COPPER	19	2303
Brand#15	MEDIUM ANODIZED BRASS	3	2303
Brand#21	ECONOMY ANODIZED BRASS	9	2303
Brand#21	PROMO BRUSHED COPPER	36	2303
Brand#22	PROMO BURNISHED TIN	23	2303
Brand#23	PROMO BURNISHED STEEL	45	2303
Brand#25	PROMO BRUSHED STEEL	3	2303
Brand#25	PROMO PLATED NICKEL	19	2303
Brand#33	ECONOMY BURNISHED BRASS	9	2303
Brand#34	SMALL BRUSHED BRASS	49	2303
Brand#35	ECONOMY POLISHED BRASS	19	2303
Brand#35	LARGE BRUSHED COPPER	49	2303
Brand#35	STANDARD BURNISHED BRASS	3	2303
Brand#35	STANDARD PLATED COPPER	9	2303
Brand#41	ECONOMY PLATED TIN	3	2303
Brand#41	LARGE BURNISHED STEEL	49	2303
Brand#43	ECONOMY POLISHED BRASS	36	2303
Brand#43	PROMO PLATED TIN	14	2303
Brand#43	STANDARD BURNISHED BRASS	3	2303
Brand#44	PROMO ANODIZED NICKEL	3	2303
Brand#44	SMALL POLISHED COPPER	36	2303
Brand#44	STANDARD POLISHED BRASS	36	2303
Brand#51	PROMO POLISHED NICKEL	19	2303
Brand#52	SMALL POLISHED TIN	14	2303
Brand#52	STANDARD PLATED BRASS	3	2303
Brand#54	ECONOMY PLATED STEEL	36	2303
Brand#54	PROMO POLISHED TIN	19	2303
Brand#11	LARGE PLATED BRASS	23	2302
Brand#11	LARGE PLATED BRASS	49	2302
Brand#14	LARGE BRUSHED COPPER	3	2302
Brand#14	LARGE BURNISHED NICKEL	49	2302
Brand#14	MEDIUM ANODIZED NICKEL	45	2302
Brand#14	SMALL POLISHED NICKEL	36	2302
Brand#14	STANDARD BRUSHED STEEL	36	2302
Brand#25	LARGE BRUSHED NICKEL	3	2302
Brand#33	ECONOMY POLISHED STEEL	14	2302
Brand#33	LARGE POLISHED STEEL	23	2302
Brand#33	SMALL POLISHED TIN	9	2302
Brand#33	STANDARD ANODIZED COPPER	23	2302
Brand#34	PROMO ANODIZED BRASS	23	2302
Brand#41	PROMO POLISHED NICKEL	9	2302
Brand#41	SMALL BURNISHED TIN	9	2302
Brand#44	SMALL POLISHED STEEL	23	2302
Brand#44	STANDARD BRUSHED BRASS	3	2302
Brand#52	SMALL BRUSHED BRASS	19	2302
Brand#52	SMALL PLATED COPPER	45	2302
Brand#52	STANDARD PLATED COPPER	3	2302
Brand#54	STANDARD BRUSHED NICKEL	45	2302
Brand#55	MEDIUM ANODIZED TIN	19	2302
Brand#55	MEDIUM PLATED BRASS	23	2302
Brand#55	PROMO ANODIZED COPPER	23	2302
Brand#55	SMALL ANODIZED TIN	3	2302
Brand#12	ECONOMY ANODIZED TIN	45	2301
Brand#14	STANDARD BRUSHED TIN	36	2301
Brand#14	STANDARD POLISHED COPPER	9	2301
Brand#15	STANDARD BURNISHED BRASS	49	2301
Brand#23	STANDARD ANODIZED TIN	36	2301
Brand#23	STANDARD BRUSHED NICKEL	45	2301
Brand#31	STANDARD PLATED COPPER	23	2301
Brand#32	ECONOMY BURNISHED COPPER	9	2301
Brand#33	STANDARD ANODIZED TIN	9	2301
Brand#34	STANDARD PLATED NICKEL	9	2301
Brand#35	PROMO BRUSHED BRASS	49	2301
Brand#41	SMALL BRUSHED BRASS	49	2301
Brand#44	LARGE BRUSHED TIN	14	2301
Brand#51	MEDIUM BURNISHED STEEL	19	2301
Brand#53	MEDIUM BURNISHED BRASS	36	2301
Brand#54	PROMO BRUSHED NICKEL	45	2301
Brand#11	STANDARD BRUSHED STEEL	23	2300
Brand#12	LARGE POLISHED NICKEL	9	2300
Brand#14	MEDIUM ANODIZED STEEL	23	2300
Brand#21	STANDARD BURNISHED TIN	19	2300
Brand#31	ECONOMY ANODIZED STEEL	3	2300
Brand#31	PROMO BURNISHED COPPER	49	2300
Brand#33	MEDIUM BRUSHED NICKEL	14	2300
Brand#35	SMALL ANODIZED BRASS	49	2300
Brand#44	LARGE PLATED COPPER	23	2300
Brand#44	MEDIUM PLATED TIN	23	2300
Brand#51	ECONOMY PLATED TIN	19	2300
Brand#52	MEDIUM BRUSHED NICKEL	36	2300
Brand#52	PROMO ANODIZED NICKEL	23	2300
Brand#52	PROMO BRUSHED BRASS	36	2300
Brand#52	PROMO POLISHED STEEL	36	2300
Brand#54	SMALL ANODIZED BRASS	45	2300
Brand#55	ECONOMY PLATED BRASS	45	2300
Brand#55	SMALL ANODIZED COPPER	23	2300
Brand#11	MEDIUM BRUSHED STEEL	3	2299
Brand#12	MEDIUM PLATED TIN	45	2299
Brand#13	MEDIUM PLATED BRASS	19	2299
Brand#13	STANDARD ANODIZED NICKEL	9	2299
Brand#14	MEDIUM PLATED TIN	14	2299
Brand#14	SMALL ANODIZED NICKEL	3	2299
Brand#15	MEDIUM ANODIZED STEEL	3	2299
Brand#15	STANDARD ANODIZED STEEL	19	2299
Brand#15	STANDARD POLISHED COPPER	14	2299
Brand#21	SMALL BURNISHED BRASS	19	2299
Brand#24	LARGE POLISHED BRASS	36	2299
Brand#24	PROMO BURNISHED COPPER	23	2299
Brand#25	PROMO BURNISHED COPPER	9	2299
Brand#25	PROMO POLISHED STEEL	19	2299
Brand#31	ECONOMY BURNISHED STEEL	23	2299
Brand#31	STANDARD PLATED BRASS	3	2299
Brand#32	SMALL BRUSHED STEEL	9	2299
Brand#32	SMALL PLATED TIN	45	2299
Brand#34	MEDIUM BURNISHED COPPER	3	2299
Brand#41	LARGE BURNISHED STEEL	23	2299
Brand#41	MEDIUM BRUSHED TIN	14	2299
Brand#41	PROMO BURNISHED TIN	23	2299
Brand#41	SMALL ANODIZED TIN	19	2299
Brand#42	ECONOMY PLATED COPPER	36	2299
Brand#51	LARGE BRUSHED NICKEL	45	2299
Brand#51	STANDARD ANODIZED COPPER	36	2299
Brand#53	LARGE BURNISHED TIN	19	2299
Brand#53	PROMO POLISHED NICKEL	45	2299
Brand#53	SMALL ANODIZED STEEL	3	2299
Brand#53	SMALL BRUSHED NICKEL	3	2299
Brand#54	LARGE BURNISHED STEEL	3	2299
Brand#54	SMALL ANODIZED TIN	14	2299
Brand#55	LARGE PLATED BRASS	9	2299
Brand#55	STANDARD BRUSHED BRASS	23	2299
Brand#11	MEDIUM PLATED COPPER	14	2298
Brand#12	ECONOMY ANODIZED TIN	9	2298
Brand#12	STANDARD PLATED STEEL	9	2298
Brand#13	STANDARD BURNISHED TIN	49	2298
Brand#15	SMALL BURNISHED BRASS	3	2298
Brand#15	STANDARD POLISHED STEEL	45	2298
Brand#21	MEDIUM ANODIZED BRASS	14	2298
Brand#21	STANDARD ANODIZED BRASS	49	2298
Brand#21	STANDARD BRUSHED COPPER	19	2298
Brand#23	STANDARD BRUSHED BRASS	9	2298
Brand#23	STANDARD BRUSHED TIN	45	2298
Brand#24	ECONOMY ANODIZED TIN	49	2298
Brand#25	LARGE BURNISHED BRASS	14	2298
Brand#31	ECONOMY ANODIZED BRASS	36	2298
Brand#31	ECONOMY BURNISHED COPPER	45	2298
Brand#31	LARGE BURNISHED STEEL	45	2298
Brand#32	MEDIUM PLATED TIN	9	2298
Brand#33	PROMO PLATED STEEL	3	2298
Brand#34	ECONOMY POLISHED BRASS	49	2298
Brand#34	LARGE POLISHED TIN	36	2298
Brand#34	MEDIUM BRUSHED NICKEL	36	2298
Brand#34	SMALL BURNISHED COPPER	49	2298
Brand#35	ECONOMY BRUSHED BRASS	49	2298
Brand#35	STANDARD PLATED BRASS	9	2298
Brand#41	ECONOMY PLATED TIN	45	2298
Brand#41	SMALL BURNISHED NICKEL	19	2298
Brand#43	PROMO PLATED BRASS	45	2298
Brand#43	STANDARD ANODIZED STEEL	23	2298
Brand#51	ECONOMY BRUSHED TIN	23	2298
Brand#51	LARGE BRUSHED STEEL	45	2298
Brand#21	PROMO POLISHED BRASS	45	2297
Brand#31	PROMO POLISHED BRASS	36	2297
Brand#34	STANDARD BRUSHED NICKEL	49	2297
Brand#41	LARGE BURNISHED TIN	9	2297
Brand#41	SMALL BRUSHED TIN	3	2297
Brand#54	MEDIUM PLATED TIN	45	2297
Brand#12	ECONOMY BRUSHED NICKEL	9	2296
Brand#13	ECONOMY BRUSHED COPPER	19	2296
Brand#14	STANDARD PLATED TIN	23	2296
Brand#15	ECONOMY ANODIZED NICKEL	9	2296
Brand#22	STANDARD BRUSHED BRASS	23	2296
Brand#22	STANDARD POLISHED COPPER	45	2296
Brand#23	PROMO POLISHED NICKEL	36	2296
Brand#24	MEDIUM ANODIZED COPPER	14	2296
Brand#24	MEDIUM BURNISHED NICKEL	45	2296
Brand#24	PROMO PLATED TIN	3	2296
Brand#25	LARGE PLATED NICKEL	19	2296
Brand#25	MEDIUM ANODIZED STEEL	45	2296
Brand#31	SMALL BURNISHED NICKEL	23	2296
Brand#32	LARGE BRUSHED TIN	36	2296
Brand#32	PROMO ANODIZED COPPER	49	2296
Brand#33	ECONOMY ANODIZED NICKEL	49	2296
Brand#41	MEDIUM BURNISHED NICKEL	23	2296
Brand#42	PROMO BRUSHED STEEL	49	2296
Brand#43	LARGE BRUSHED BRASS	3	2296
Brand#51	LARGE BURNISHED STEEL	9	2296
Brand#51	SMALL BRUSHED STEEL	45	2296
Brand#54	ECONOMY PLATED BRASS	19	2296
Brand#12	ECONOMY BURNISHED NICKEL	3	2295
Brand#12	ECONOMY POLISHED BRASS	3	2295
Brand#13	MEDIUM BRUSHED BRASS	3	2295
Brand#14	LARGE POLISHED TIN	45	2295
Brand#15	SMALL BRUSHED COPPER	9	2295
Brand#15	SMALL BURNISHED COPPER	49	2295
Brand#15	SMALL PLATED COPPER	3	2295
Brand#21	ECONOMY BRUSHED TIN	14	2295
Brand#22	ECONOMY BRUSHED TIN	19	2295
Brand#22	ECONOMY BURNISHED STEEL	14	2295
Brand#23	ECONOMY ANODIZED STEEL	9	2295
Brand#23	MEDIUM PLATED TIN	49	2295
Brand#23	PROMO PLATED COPPER	23	2295
Brand#23	STANDARD BURNISHED TIN	36	2295
Brand#25	LARGE BRUSHED BRASS	3	2295
Brand#25	STANDARD BRUSHED STEEL	45	2295
Brand#31	ECONOMY BURNISHED NICKEL	23	2295
Brand#32	ECONOMY BURNISHED NICKEL	14	2295
Brand#33	MEDIUM BURNISHED STEEL	9	2295
Brand#33	SMALL BURNISHED TIN	23	2295
Brand#33	SMALL PLATED NICKEL	3	2295
Brand#34	SMALL POLISHED COPPER	19	2295
Brand#34	STANDARD BRUSHED TIN	3	2295
Brand#35	MEDIUM ANODIZED COPPER	14	2295
Brand#35	MEDIUM BRUSHED COPPER	23	2295
Brand#35	MEDIUM BRUSHED NICKEL	14	2295
Brand#41	SMALL PLATED BRASS	19	2295
Brand#42	MEDIUM ANODIZED STEEL	49	2295
Brand#43	LARGE ANODIZED TIN	9	2295
Brand#43	LARGE BRUSHED NICKEL	9	2295
Brand#43	PROMO PLATED STEEL	19	2295
Brand#43	SMALL ANODIZED COPPER	23	2295
Brand#43	SMALL POLISHED STEEL	23	2295
Brand#51	ECONOMY ANODIZED STEEL	45	2295
Brand#52	ECONOMY PLATED TIN	19	2295
Brand#52	PROMO BURNISHED TIN	3	2295
Brand#53	ECONOMY POLISHED TIN	19	2295
Brand#53	STANDARD POLISHED TIN	23	2295
Brand#54	LARGE BRUSHED STEEL	3	2295
Brand#11	ECONOMY PLATED COPPER	19	2294
Brand#11	MEDIUM ANODIZED NICKEL	3	2294
Brand#11	STANDARD POLISHED COPPER	9	2294
Brand#12	PROMO BURNISHED NICKEL	19	2294
Brand#13	STANDARD POLISHED TIN	23	2294
Brand#14	PROMO POLISHED STEEL	36	2294
Brand#15	LARGE ANODIZED NICKEL	23	2294
Brand#15	MEDIUM PLATED COPPER	45	2294
Brand#15	PROMO PLATED STEEL	9	2294
Brand#15	SMALL BRUSHED TIN	19	2294
Brand#15	SMALL PLATED NICKEL	45	2294
Brand#15	STANDARD BURNISHED STEEL	14	2294
Brand#21	LARGE BURNISHED TIN	36	2294
Brand#23	LARGE BURNISHED STEEL	45	2294
Brand#24	ECONOMY BRUSHED TIN	36	2294
Brand#24	PROMO BURNISHED NICKEL	49	2294
Brand#25	ECONOMY POLISHED BRASS	49	2294
Brand#25	LARGE PLATED COPPER	45	2294
Brand#31	STANDARD BURNISHED TIN	19	2294
Brand#33	MEDIUM BRUSHED NICKEL	36	2294
Brand#34	ECONOMY ANODIZED COPPER	49	2294
Brand#34	STANDARD ANODIZED BRASS	45	2294
Brand#35	SMALL POLISHED BRASS	3	2294
